metabolite,molecular_formula,knapsack_cid,function,target,bunken
tambulin,C18H16O7,C00001104,"5-lipoxygenase inhibitor, with an LC50 value of 28.2 microM","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Tambulin,C18H16O7,C00001104,Allelopathy,Hordeum vulgare,"Macias,Phytochem.,45,(1997),683"
usnic acid,C18H16O7,C00002413,antibacterial activity,Mycobacterium tuberculosis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter33"
usnic acid,C18H16O7,C00002413,ineffective,Fungi,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter33"
eupatilin,C18H16O7,C00003845,selectively inhibit 5-lipoxygenase of cultured mastocytoma cells,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Xanthomicrol,C18H16O7,C00003879,Phytoalexins and inducers of nitrogen fixing bacteria,Deuterophoma tracheiphila,"Pinkas,Phytochem.,7,(1968),169"
pachypodol,C18H16O7,C00004646,antiviral activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Ayanin,C18H16O7,C00004647,Phytoalexins and inducers of nitrogen fixing bacteria,Cladosporum cucumerinum,"Wang,Phytochem.,28,(1989),2323"
6-methoxyaromadendrin 3-O-acetate,C18H16O8,C00000979,"sweet tasting substance, about 20 times sweeter than sucrose","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
chrysosplenol C,C18H16O8,C00001031,antiviral activity,Rhinovirus type 2,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
oxyayanin A,C18H16O8,C00001079,"allergenic activity, cause contact allergic skin reactions",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
oxyayanin B,C18H16O8,C00001080,"allergenic activity, cause contact allergic skin reactions",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
thymonin,C18H16O8,C00001106,inhibit smooth muscle contraction,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
thymonin,C18H16O8,C00001106,its spasmolytic activity is higher than that of thymol or carvacrol,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
rosmarinic acid,C18H16O8,C00002770,anti-inflammatory activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
rosmarinic acid,C18H16O8,C00002770,antimicrobial activity against plant pathogens,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
rosmarinic acid,C18H16O8,C00002770,antiviral activity,herpes simplex,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
rosmarinic acid,C18H16O8,C00002770,inhibit adenylate cyclase activity in brain preparations and in thyroid cells,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
rosmarinic acid,C18H16O8,C00002770,inhibit gonadotrophin release activity in brain preparations and in thyroid cells,Rattus norvegicus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
acerosin,C18H16O8,C00003930,cause disruption of later stages of spermatogenesis,Canis familiaris,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
Chrysosplenol D,C18H16O8,C00004692,Phytoalexins and inducers of nitrogen fixing bacteria,Bacillus cereus,"Wang,Phytochem.,28,(1989),2323"
Chrysosplenol D,C18H16O8,C00004692,Phytoalexins and inducers of nitrogen fixing bacteria,Cladosporum cucumerinum,"Wang,Phytochem.,28,(1989),2323"
dopaxanthin,C18H17N2O8,C00001587,yellow pigment,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter18"
mecambrine,C18H17NO3,C00001886,cause convulsions at large doses,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
mecambrine,C18H17NO3,C00001886,increase blood pressure,Animalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
mecambrine,C18H17NO3,C00001886,produce bradycardia,Animalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
mecambrine,C18H17NO3,C00001886,stimulate respiration slightly,Animalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
mecambrine,C18H17NO3,C00001886,"toxic, LD50 4.1 mg/kg body-weight",Mus musculus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
mecambrine,C18H17NO3,C00001886,weakly anti-inflammatory,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
(+)-mecambroline,C18H17NO3,C00001887,hypotensive,Rodentia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
xylopine,C18H17NO3,C00001928,analgesic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
xylopine,C18H17NO3,C00001928,sedative,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
actinodaphnine,C18H17NO4,C00001790,antimicrobial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
cularicine,C18H17NO4,C00001839,cytotoxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
portulacaxanthin II,C18H18N2O7,C00001604,yellow pigment,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter18"
magnolol,C18H18O2,C00000591,active,carcinogenic bacteria,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
magnolol,C18H18O2,C00000591,antidepressant effect on the central nervous system,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
magnolol,C18H18O2,C00000591,the ether extract of the crude drug derived from Magnolia bark has muscle relaxant activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
magnolol,C18H18O2,C00000591,the ether extract of the crude drug derived from Magnolia bark has sedative activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
honokiol,C18H18O2,C00002609,bactericidal activity against dental caries,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
honokiol,C18H18O2,C00002609,relaxant activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
randainol,C18H18O3,C00002622,slight antimicrobial activity,Bacillus subtilis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
randainol,C18H18O3,C00002622,slight antimicrobial activity,Staphylococcus aureus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
Podolactone E,C20H24O7S,C00000267,inhibit expansion and mitosis of cell,Pisum sativum cv. Progress No. 9,"Galbraith,Agric.Biol.Chem.,36,(1972),2393-2396"
Podolactone E,C18H18O6,C00000267,motal,Musca domestica,"Singh,Aust.J.Biol.Sci.,26,(1973),911-915"
Inumakilactone C,C18H18O7,C00000281,inhibit expansion and mitosis of cell,Pisum sativum cv. Progress No. 9,"Galbraith,Agric.Biol.Chem.,36,(1972),2393-2396"
(-)-apoglaziovine,C18H19NO3,C00001808,hypotensive agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
(-)-apoglaziovine,C18H19NO3,C00001808,tranquiliser,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
glaziovine,C18H19NO3,C00001862,antidepressant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
glaziovine,C18H19NO3,C00001862,weak anticancer activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
acetylcaranine,C18H19NO4,C00001557,antineoplastic activity to P388 leukaemia in vitro,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
acetylcaranine,C18H19NO4,C00001557,uterine stimulant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
candimine,C18H19NO6,C00001564,toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
sporidesmin,C18H20ClN3O6S2,C00002363,show antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
(-)-apparicine,C18H20N2,C00001689,antimicrobial activity,Corynebacterium,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
(-)-apparicine,C18H20N2,C00001689,antimicrobial activity,Escherichia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
(-)-apparicine,C18H20N2,C00001689,antimicrobial activity,Proteus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
(-)-apparicine,C18H20N2,C00001689,antimicrobial activity,Pseudomonas,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
(-)-apparicine,C18H20N2,C00001689,antimicrobial activity,Salmonella,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
(-)-apparicine,C18H20N2,C00001689,antimicrobial activity,Shigella,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
(-)-apparicine,C18H20N2,C00001689,antimicrobial activity,Staphylococcus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
(-)-apparicine,C18H20N2,C00001689,pronounced analeptic properties,polio virus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
toxyl angelate,C18H20O4,C00002411,moderately active against P-388 lymphocytic leukaemia tumours,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter33"
2'-O-methylodoratol,C18H20O5,C00000981,fungitoxic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
Nagilactone D,C18H20O8,C00000271,antitumor activity against Yoshida sarcoma and P-388 leuchemia,Mus musculus,"Hayashi,Gann,66,(1977),587-588"
Nagilactone D,C19H22O7,C00000271,inhibit expansion and mitosis of cell,Pisum sativum cv. Progress No. 9,"Galbraith,Agric.Biol.Chem.,36,(1972),2393-2396"
Inumakilactone A,C18H20O8,C00000280,inhibit expansion and mitosis of cell,Pisum sativum cv. Progress No. 9,"Galbraith,Agric.Biol.Chem.,36,(1972),2393-2396"
codeine,C18H21N2O3,C00001837,antitussive,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
codeine,C18H21N2O3,C00001837,narcotic analgesic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
codeine,C18H21N2O3,C00001837,spasmolytic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
codeine,C18H21N2O3,C00001837,"used extensively for pain, diarrhoea, and as a cough suppressant","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
neopine,C18H21NO3,C00001893,antitussive,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
neopine,C18H21NO3,C00001893,narcotic analgesic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
neopine,C18H21NO3,C00001893,spasmolytic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
neopine,C18H21NO3,C00001893,"used extensively for pain, diarrhoea, and as a cough suppressant","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
cephalotaxine,C18H21NO4,C00002324,antileukaemic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
ambelline,C18H21NO5,C00001561,"analgesic action and duration of effect approach those of morphine and codeine, but it is too toxic to be used in medicine","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
pretazettine,C18H21NO5,C00001580,inhibit HeLa cell growth as well as protein synthesis in cells,Eucaryote,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
pretazettine,C18H21NO5,C00001580,significant antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
pretazettine,C18H21NO5,C00001580,therapeutic activity,Rauscher leukaemia virus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
cavinine,C18H21NO6,C00001568,immunostimulant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
cavinine,C18H21NO6,C00001568,produce moderate activation of spleen lymphocytes,Mus musculus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter17"
evoxine,C18H21NO6,C00002158,moderate antifeedant activity,Insecta,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
evoxine,C18H21NO6,C00002158,sedative effect,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
evoxine,C18H21NO6,C00002158,spasmolytic effect,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
acutumidine,C18H22ClNO6,C00002310,abortifacient property,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,act as a stimulant and used in doping,Equus caballus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,analgesic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,antipyretic in veterinary practice,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,important antimalarial drug,Plasmodium falcicarpum,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,"one of the bitterest substances known, significantly bitter at a molar concentration of 1*10^(-5)",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,partly used as a clinical antifibrillating agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,spermicidal property,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,stimulate uterus at small amounts,Animalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,used as a bitter stomachic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,weakly active as a cardiac depressant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
acutumidine,C18H22ClNO6,C00002310,"widely used in the food industry as a bittering agent, e.g., in bitter lemon drinks","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
O-methylptelofolonium,C18H22NO4,C00002190,antifungal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
O-methylptelofolonium,C18H22NO4,C00002190,antimicrobial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
O-methylptelofolonium,C18H22NO4,C00002190,cytotoxic,plant and animal tumours,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter27"
N-(p-hydroxyphenethyl)actinidine,C18H22NO,C00001979,highly active inhibitor of cholinesterase activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter23"
Asperuloside,C18H22O11,C00003072,laxative activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter49"
Asperuloside,C18H22O11,C00003072,seed germination and plant growth inhibiting activities,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter49"
Paederoside,C18H22O11S,C00003094,laxative,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter49"
nordihydroguaiaretic acid,C18H22O4,C00000693,antimicrobial activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
nordihydroguaiaretic acid,C18H22O4,C00000693,antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
arnebinone,C18H22O4,C00002795,inhibit prostaglandin biosynthesis,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
Zearalenone,C18H22O5,C00003025,infertile,Sus scrofa,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter47"
